"dscode"	"dcode"	"scode"	"scodeyear"	"year"	"pt"	"fhcl"	"fhpr"	"bdbest"	"poltot"	"polacc"	"polpro"	"polwel"	"unp"	"lnapps"	"lnsttot"	"lngdpsource"	"lngdpdest"	"lndist"
"1134"	306	3	6	201006	2010	3	5	6	0	3	1	0	2	8.30000019073486	4.49980974197388	5.1059455871582	9.15633392333984	10.5524997711182	1.30209720134735
"1135"	306	3	6	201106	2011	3	5	6	0	3	1	0	2	7.19999980926514	5.11799383163452	5.1059455871582	9.14474010467529	10.5989570617676	1.30209720134735
"1136"	306	3	6	201206	2012	3	5	6	25	3	1	0	2	7.59999990463257	4.94164228439331	5.1059455871582	9.15262413024902	10.6173686981201	1.30209720134735
"1137"	307	3	7	199707	1997	3.5	4	2	0	0	0	0	0	9.19999980926514	3.89182019233704	6.60394382476807	6.74984931945801	10.0797071456909	2.05296921730042
"1138"	307	3	7	199807	1998	3	4	2	0	-0.5	0	-0.5	0	9.30000019073486	4.12713432312012	6.60394382476807	6.78214693069458	10.1016416549683	2.05296921730042
"1139"	307	3	7	199907	1999	3	4	3	0	0.5	0	-0.25	0.75	8.5	5.03695249557495	6.60394382476807	6.79109764099121	10.1410865783691	2.05296921730042
"1140"	307	3	7	200007	2000	3	4	3	0	1	0	0	1	6.90000009536743	5.69035959243774	6.60394382476807	6.81088066101074	10.229079246521	2.05296921730042
"1141"	307	3	7	200107	2001	3.5	4	3	0	2	0	0	2	6.59999990463257	4.31748819351196	6.60394382476807	6.84175443649292	10.2597627639771	2.05296921730042
"1142"	307	3	7	200207	2002	3.5	4	4	0	2	0	0	2	7.5	3.8712010383606	6.60394382476807	6.90879487991333	10.3107509613037	2.05296921730042
"1143"	307	3	7	200307	2003	3.5	4	4	0	2	0	0	2	8.19999980926514	4.40671920776367	6.60394382476807	6.9365177154541	10.3192663192749	2.05296921730042
"1144"	307	3	7	200407	2004	4	4	4	0	2	0	0	2	8.39999961853027	4.17438745498657	6.60394382476807	6.96514654159546	10.3474035263062	2.05296921730042
"1145"	307	3	7	200507	2005	4	4	4	62	3	1	0	2	8.39999961853027	4.62497282028198	6.60394382476807	6.98982381820679	10.3798456192017	2.05296921730042
"1146"	307	3	7	200607	2006	4	4	4	57	3	1	0	2	8.30000019073486	4.09434461593628	6.60394382476807	7.02875995635986	10.4424343109131	2.05296921730042
"1147"	307	3	7	200707	2007	4	4	5	0	3.5	1	0	2.5	7.5	4.12713432312012	6.60394382476807	7.06426334381104	10.4806346893311	2.05296921730042
"1148"	307	3	7	200807	2008	4	4	4	0	4	1	0	3	7	4.38202667236328	6.60394382476807	7.11576890945435	10.5196189880371	2.05296921730042
"1149"	307	3	7	200907	2009	4	4	3	0	3	1	0	2	7.90000009536743	4.33073329925537	6.60394382476807	7.16735410690308	10.516697883606	2.05296921730042
"1150"	307	3	7	201007	2010	4	4	3	0	3	1	0	2	8.30000019073486	5.25749540328979	6.60394382476807	7.22330284118652	10.5524997711182	2.05296921730042
"1151"	307	3	7	201107	2011	3.5	4	3	0	3	1	0	2	7.19999980926514	6.28785848617554	6.60394382476807	7.27562427520752	10.5989570617676	2.05296921730042
"1152"	307	3	7	201207	2012	3.5	4	3	0	3	1	0	2	7.59999990463257	6.24997520446777	6.60394382476807	7.32480049133301	10.6173686981201	2.05296921730042
"1153"	308	3	8	199708	1997	3.5	5	5	0	0	0	0	0	9.19999980926514	5.89989757537842	7.97522068023682	8.20413017272949	10.0797071456909	0.284426778554916
"1154"	308	3	8	199808	1998	3	5	5	0	-0.5	0	-0.5	0	9.30000019073486	5.45958566665649	7.97522068023682	8.29148864746094	10.1016416549683	0.284426778554916
"1155"	308	3	8	199908	1999	3	5	5	0	0.5	0	-0.25	0.75	8.5	5.35658645629883	7.97522068023682	8.36560726165771	10.1410865783691	0.284426778554916
"1156"	308	3	8	200008	2000	3	4	5	0	1	0	0	1	6.90000009536743	6.62273645401001	7.97522068023682	8.39019584655762	10.229079246521	0.284426778554916
"1157"	308	3	8	200108	2001	2.5	4	5	0	2	0	0	2	6.59999990463257	6.36302804946899	7.97522068023682	8.40691184997559	10.2597627639771	0.284426778554916
"1158"	308	3	8	200208	2002	2	4	4	0	2	0	0	2	7.5	5.53733444213867	7.97522068023682	8.43253231048584	10.3107509613037	0.284426778554916
"1159"	308	3	8	200308	2003	2	4	4	0	2	0	0	2	8.19999980926514	5.20948600769043	7.97522068023682	8.44837284088135	10.3192663192749	0.284426778554916
"1160"	308	3	8	200408	2004	2	3	4	0	2	0	0	2	8.39999961853027	4.96284484863281	7.97522068023682	8.43939399719238	10.3474035263062	0.284426778554916
"1161"	308	3	8	200508	2005	2	3	4	0	3	1	0	2	8.39999961853027	4.86753463745117	7.97522068023682	8.48220157623291	10.3798456192017	0.284426778554916
"1162"	308	3	8	200608	2006	2	3	3	0	3	1	0	2	8.30000019073486	4.79579067230225	7.97522068023682	8.56073760986328	10.4424343109131	0.284426778554916
"1163"	308	3	8	200708	2007	2	3	4	0	3.5	1	0	2.5	7.5	4.1588830947876	7.97522068023682	8.64276599884033	10.4806346893311	0.284426778554916
"1164"	308	3	8	200808	2008	2	3	4	0	4	1	0	3	7	4.27666616439819	7.97522068023682	8.70322132110596	10.5196189880371	0.284426778554916
"1165"	308	3	8	200908	2009	2	3	4	0	3	1	0	2	7.90000009536743	4.51085948944092	7.97522068023682	8.68015193939209	10.516697883606	0.284426778554916
"1166"	308	3	8	201008	2010	2	3	4	0	3	1	0	2	8.30000019073486	4.95582723617554	7.97522068023682	8.69029426574707	10.5524997711182	0.284426778554916
"1167"	308	3	8	201108	2011	1.5	3	4	0	3	1	0	2	7.19999980926514	6.2441668510437	7.97522068023682	8.70462322235107	10.5989570617676	0.284426778554916
"1168"	308	3	8	201208	2012	1.5	3	3	0	3	1	0	2	7.59999990463257	5.39816284179688	7.97522068023682	8.69922542572021	10.6173686981201	0.284426778554916
"1169"	309	3	9	199709	1997	3	5	7	0	0	0	0	0	9.19999980926514	4.60517024993896	7.45529842376709	7.34411144256592	10.0797071456909	1.66127109527588
"1170"	309	3	9	199809	1998	3.5	5	7	0	-0.5	0	-0.5	0	9.30000019073486	5.11799383163452	7.45529842376709	7.36681175231934	10.1016416549683	1.66127109527588
"1171"	309	3	9	199909	1999	4	6	7	0	0.5	0	-0.25	0.75	8.5	5.59098720550537	7.45529842376709	7.38351726531982	10.1410865783691	1.66127109527588
"1172"	309	3	9	200009	2000	4	6	7	0	1	0	0	1	6.90000009536743	6.03548145294189	7.45529842376709	7.40011978149414	10.229079246521	1.66127109527588
"1173"	309	3	9	200109	2001	3	6	6	0	2	0	0	2	6.59999990463257	5.97126197814941	7.45529842376709	7.41624021530151	10.2597627639771	1.66127109527588
"1174"	309	3	9	200209	2002	3	6	6	0	2	0	0	2	7.5	6.20859003067017	7.45529842376709	7.43431043624878	10.3107509613037	1.66127109527588
"1175"	309	3	9	200309	2003	4	6	6	0	2	0	0	2	8.19999980926514	6.52502965927124	7.45529842376709	7.4514331817627	10.3192663192749	1.66127109527588
"1176"	309	3	9	200409	2004	3.5	6	6	0	2	0	0	2	8.39999961853027	6.47697257995605	7.45529842376709	7.46225500106812	10.3474035263062	1.66127109527588
"1177"	309	3	9	200509	2005	3.5	6	6	0	3	1	0	2	8.39999961853027	7.03174114227295	7.45529842376709	7.46318531036377	10.3798456192017	1.66127109527588
"1178"	309	3	9	200609	2006	3.5	6	6	0	3	1	0	2	8.30000019073486	6.39692974090576	7.45529842376709	7.47285318374634	10.4424343109131	1.66127109527588
"1179"	309	3	9	200709	2007	3	6	6	0	3.5	1	0	2.5	7.5	5.63478946685791	7.45529842376709	7.48509883880615	10.4806346893311	1.66127109527588
"1180"	309	3	9	200809	2008	4	6	6	0	4	1	0	3	7	5.90808296203613	7.45529842376709	7.47138595581055	10.5196189880371	1.66127109527588
"1181"	309	3	9	200909	2009	2.5	6	6	0	3	1	0	2	7.90000009536743	5.71373271942139	7.45529842376709	7.46497392654419	10.516697883606	1.66127109527588
"1182"	309	3	9	201009	2010	2.5	6	6	0	3	1	0	2	8.30000019073486	5.91079664230347	7.45529842376709	7.46629047393799	10.5524997711182	1.66127109527588
"1183"	309	3	9	201109	2011	2.5	6	6	0	3	1	0	2	7.19999980926514	6.37161207199097	7.45529842376709	7.4818000793457	10.5989570617676	1.66127109527588
"1184"	309	3	9	201209	2012	2.5	6	6	0	3	1	0	2	7.59999990463257	6.34388065338135	7.45529842376709	7.50187969207764	10.6173686981201	1.66127109527588
"1185"	310	3	10	199710	1997	4	7	7	0	0	0	0	0	9.19999980926514	3.178053855896	8.5385627746582	7.7302360534668	10.0797071456909	2.0893919467926
"1186"	310	3	10	199810	1998	4.5	6	7	0	-0.5	0	-0.5	0	9.30000019073486	3.178053855896	8.5385627746582	7.79981088638306	10.1016416549683	2.0893919467926
"1187"	310	3	10	199910	1999	4	6	7	0	0.5	0	-0.25	0.75	8.5	3.89182019233704	8.5385627746582	7.86954307556152	10.1410865783691	2.0893919467926
"1188"	310	3	10	200010	2000	4.5	6	7	0	1	0	0	1	6.90000009536743	4.38202667236328	8.5385627746582	7.94533586502075	10.229079246521	2.0893919467926
"1189"	310	3	10	200110	2001	4	6	7	0	2	0	0	2	6.59999990463257	4.45434713363647	8.5385627746582	8.02044773101807	10.2597627639771	2.0893919467926
"1190"	310	3	10	200210	2002	4	6	7	0	2	0	0	2	7.5	5.3132061958313	8.5385627746582	8.09973907470703	10.3107509613037	2.0893919467926
"1191"	310	3	10	200310	2003	4	6	7	0	2	0	0	2	8.19999980926514	5.67675399780273	8.5385627746582	8.18587398529053	10.3192663192749	2.0893919467926
"1192"	310	3	10	200410	2004	4	6	7	0	2	0	0	2	8.39999961853027	5.95583724975586	8.5385627746582	8.2727518081665	10.3474035263062	2.0893919467926
"1193"	310	3	10	200510	2005	4	6	7	0	3	1	0	2	8.39999961853027	6.34212160110474	8.5385627746582	8.37450504302979	10.3798456192017	2.0893919467926
"1194"	310	3	10	200610	2006	4	6	7	0	3	1	0	2	8.30000019073486	5.28826713562012	8.5385627746582	8.48784255981445	10.4424343109131	2.0893919467926
"1195"	310	3	10	200710	2007	3.5	6	7	0	3.5	1	0	2.5	7.5	4.92725372314453	8.5385627746582	8.61465930938721	10.4806346893311	2.0893919467926
"1196"	310	3	10	200810	2008	4	6	7	36	4	1	0	3	7	5.24702405929565	8.5385627746582	8.70186901092529	10.5196189880371	2.0893919467926
"1197"	310	3	10	200910	2009	4	6	7	0	3	1	0	2	7.90000009536743	5.7990927696228	8.5385627746582	8.78255462646484	10.516697883606	2.0893919467926
"1198"	310	3	10	201010	2010	4	6	7	0	3	1	0	2	8.30000019073486	5.56452035903931	8.5385627746582	8.87200450897217	10.5524997711182	2.0893919467926
"1199"	310	3	10	201110	2011	4	6	7	0	3	1	0	2	7.19999980926514	6.02827835083008	8.5385627746582	8.95613861083984	10.5989570617676	2.0893919467926
"1200"	310	3	10	201210	2012	4	6	7	0	3	1	0	2	7.59999990463257	6.04973363876343	8.5385627746582	9.02536487579346	10.6173686981201	2.0893919467926
"1201"	311	3	11	199711	1997	5	4	4	554	0	0	0	0	9.19999980926514	3.49650764465332	7.36201047897339	8.72651863098145	10.0797071456909	2.17304563522339
"1202"	311	3	11	199811	1998	5	4	3	938	-0.5	0	-0.5	0	9.30000019073486	4.14313459396362	7.36201047897339	8.71316623687744	10.1016416549683	2.17304563522339
"1203"	311	3	11	199911	1999	5	4	4	933	0.5	0	-0.25	0.75	8.5	4.43081665039062	7.36201047897339	8.64342784881592	10.1410865783691	2.17304563522339
"1204"	311	3	11	200011	2000	5	4	4	1017	1	0	0	1	6.90000009536743	4.90527486801147	7.36201047897339	8.66455078125	10.229079246521	2.17304563522339
"1205"	311	3	11	200111	2001	5	4	4	1072	2	0	0	2	6.59999990463257	4.76217412948608	7.36201047897339	8.67130374908447	10.2597627639771	2.17304563522339
"1206"	311	3	11	200211	2002	5	4	4	1200	2	0	0	2	7.5	4.66343927383423	7.36201047897339	8.68291568756104	10.3107509613037	2.17304563522339
"1207"	311	3	11	200311	2003	5	4	4	500	2	0	0	2	8.19999980926514	4.30406522750854	7.36201047897339	8.70855903625488	10.3192663192749	2.17304563522339
"1208"	311	3	11	200411	2004	5	4	4	1234	2	0	0	2	8.39999961853027	4.27666616439819	7.36201047897339	8.74614906311035	10.3474035263062	2.17304563522339
"1209"	311	3	11	200511	2005	4.5	3	3	1389	3	1	0	2	8.39999961853027	3.71357202529907	7.36201047897339	8.77817058563232	10.3798456192017	2.17304563522339
"1210"	311	3	11	200611	2006	4.5	3	3	502	3	1	0	2	8.30000019073486	3.04452252388	7.36201047897339	8.82912540435791	10.4424343109131	2.17304563522339
"1211"	311	3	11	200711	2007	4	3	3	317	3.5	1	0	2.5	7.5	2.39789533615112	7.36201047897339	8.88260841369629	10.4806346893311	2.17304563522339
"1212"	311	3	11	200811	2008	4.5	4	3	244	4	1	0	3	7	1.60943794250488	7.36201047897339	8.90321350097656	10.5196189880371	2.17304563522339
"1213"	311	3	11	200911	2009	4.5	4	3	395	3	1	0	2	7.90000009536743	2.19722461700439	7.36201047897339	8.90750694274902	10.516697883606	2.17304563522339
"1214"	311	3	11	201011	2010	4.5	4	3	428	3	1	0	2	8.30000019073486	2.63905739784241	7.36201047897339	8.92749309539795	10.5524997711182	2.17304563522339
"1215"	311	3	11	201111	2011	4	4	3	202	3	1	0	2	7.19999980926514	1.94591009616852	7.36201047897339	8.98003482818604	10.5989570617676	2.17304563522339
"1216"	311	3	11	201211	2012	3.5	4	3	211	3	1	0	2	7.59999990463257	2.7725887298584	7.36201047897339	9.0070915222168	10.6173686981201	2.17304563522339
"1217"	312	3	12	199712	1997	5	5	7	10033	0	0	0	0	9.19999980926514	4.12713432312012	9.57761859893799	7.71537780761719	10.0797071456909	1.80927193164825
"1218"	312	3	12	199812	1998	4.5	5	7	3272	-0.5	0	-0.5	0	9.30000019073486	4.11087369918823	9.57761859893799	7.75775671005249	10.1016416549683	1.80927193164825
"1219"	312	3	12	199912	1999	5	5	6	651	0.5	0	-0.25	0.75	8.5	4.51085948944092	9.57761859893799	7.71063995361328	10.1410865783691	1.80927193164825
"1220"	312	3	12	200012	2000	4	4	6	0	1	0	0	1	6.90000009536743	4.18965482711792	9.57761859893799	7.72210168838501	10.229079246521	1.80927193164825
"1221"	312	3	12	200112	2001	3	4	5	0	2	0	0	2	6.59999990463257	4.26268005371094	9.57761859893799	7.67696952819824	10.2597627639771	1.80927193164825
"1222"	312	3	12	200212	2002	4	4	6	167	2	0	0	2	7.5	4.24849510192871	9.57761859893799	7.67410659790039	10.3107509613037	1.80927193164825
"1223"	312	3	12	200312	2003	4	4	5	0	2	0	0	2	8.19999980926514	NA	9.57761859893799	7.63123273849487	10.3192663192749	1.80927193164825
"1224"	312	3	12	200412	2004	2.5	4	5	0	2	0	0	2	8.39999961853027	3.78418970108032	9.57761859893799	7.62395000457764	10.3474035263062	1.80927193164825
"1225"	312	3	12	200512	2005	2.5	5	5	0	3	1	0	2	8.39999961853027	4.4188404083252	9.57761859893799	7.68863868713379	10.3798456192017	1.80927193164825
"1226"	312	3	12	200612	2006	2.5	5	6	0	3	1	0	2	8.30000019073486	4.53259944915771	9.57761859893799	7.70808744430542	10.4424343109131	1.80927193164825
"1227"	312	3	12	200712	2007	2.5	5	6	0	3.5	1	0	2.5	7.5	3.36729574203491	9.57761859893799	7.59734106063843	10.4806346893311	1.80927193164825
"1228"	312	3	12	200812	2008	3	5	6	0	4	1	0	3	7	3.43398714065552	9.57761859893799	7.63896369934082	10.5196189880371	1.80927193164825
"1229"	312	3	12	200912	2009	2.5	5	6	0	3	1	0	2	7.90000009536743	2.70805025100708	9.57761859893799	7.66553783416748	10.516697883606	1.80927193164825
"1230"	312	3	12	201012	2010	2	5	6	0	3	1	0	2	8.30000019073486	3.21887588500977	9.57761859893799	7.72035074234009	10.5524997711182	1.80927193164825
"1231"	312	3	12	201112	2011	2	5	6	0	3	1	0	2	7.19999980926514	3.178053855896	9.57761859893799	7.72539758682251	10.5989570617676	1.80927193164825
"1232"	312	3	12	201212	2012	2.5	5	6	0	3	1	0	2	7.59999990463257	3.09104251861572	9.57761859893799	7.73441410064697	10.6173686981201	1.80927193164825
"1233"	313	3	13	199713	1997	2.5	4	6	0	0	0	0	0	9.19999980926514	NA	6.8134446144104	7.29975032806396	10.0797071456909	1.60382223129272
"1234"	313	3	13	199813	1998	2.5	4	6	0	-0.5	0	-0.5	0	9.30000019073486	NA	6.8134446144104	7.32447671890259	10.1016416549683	1.60382223129272
"1235"	313	3	13	199913	1999	2.5	5	6	0	0.5	0	-0.25	0.75	8.5	NA	6.8134446144104	7.33007764816284	10.1410865783691	1.60382223129272
"1236"	313	3	13	200013	2000	3.5	5	6	0	1	0	0	1	6.90000009536743	4.58496761322021	6.8134446144104	7.29702997207642	10.229079246521	1.60382223129272
"1237"	313	3	13	200113	2001	2.5	4	5	0	2	0	0	2	6.59999990463257	4.20469284057617	6.8134446144104	7.25118207931519	10.2597627639771	1.60382223129272
"1238"	313	3	13	200213	2002	4	6	6	623	2	0	0	2	7.5	5.18738603591919	6.8134446144104	7.20318222045898	10.3107509613037	1.60382223129272
"1239"	313	3	13	200313	2003	4	5	6	139	2	0	0	2	8.19999980926514	5.78382539749146	6.8134446144104	7.17628526687622	10.3192663192749	1.60382223129272
"1240"	313	3	13	200413	2004	4.5	6	6	47	2	0	0	2	8.39999961853027	5.89440298080444	6.8134446144104	7.16767024993896	10.3474035263062	1.60382223129272
"1241"	313	3	13	200513	2005	4	6	6	0	3	1	0	2	8.39999961853027	5.87211799621582	6.8134446144104	7.16896486282349	10.3798456192017	1.60382223129272
"1242"	313	3	13	200613	2006	4	6	7	0	3	1	0	2	8.30000019073486	6.27476215362549	6.8134446144104	7.15890312194824	10.4424343109131	1.60382223129272
"1243"	313	3	13	200713	2007	4	5	7	0	3.5	1	0	2.5	7.5	5.11799383163452	6.8134446144104	7.15671443939209	10.4806346893311	1.60382223129272
"1244"	313	3	13	200813	2008	3.5	5	6	0	4	1	0	3	7	4.54329490661621	6.8134446144104	7.16828727722168	10.5196189880371	1.60382223129272
"1245"	313	3	13	200913	2009	3.5	5	6	0	3	1	0	2	7.90000009536743	4.48863649368286	6.8134446144104	7.14899778366089	10.516697883606	1.60382223129272
"1246"	313	3	13	201013	2010	3.5	6	7	0	3	1	0	2	8.30000019073486	5.25749540328979	6.8134446144104	7.15747833251953	10.5524997711182	1.60382223129272
"1247"	313	3	13	201113	2011	4.5	6	6	35	3	1	0	2	7.19999980926514	5.97126197814941	6.8134446144104	7.07950830459595	10.5989570617676	1.60382223129272
"1248"	313	3	13	201213	2012	4	5	5	0	3	1	0	2	7.59999990463257	5.57215404510498	6.8134446144104	7.1430492401123	10.6173686981201	1.60382223129272
"1249"	314	3	14	199714	1997	5	6	7	4341	0	0	0	0	9.19999980926514	7.11558198928833	10.6015729904175	5.48819351196289	10.0797071456909	1.80927193164825
"1250"	314	3	14	199814	1998	5	6	7	3185	-0.5	0	-0.5	0	9.30000019073486	7.44716835021973	10.6015729904175	5.43048524856567	10.1016416549683	1.80927193164825
"1251"	314	3	14	199914	1999	5	6	7	2295	0.5	0	-0.25	0.75	8.5	7.24636793136597	10.6015729904175	5.32753610610962	10.1410865783691	1.80927193164825
"1252"	314	3	14	200014	2000	5	6	7	1955	1	0	0	1	6.90000009536743	7.25981950759888	10.6015729904175	5.19184494018555	10.229079246521	1.80927193164825
"1253"	314	3	14	200114	2001	4.5	6	6	590	2	0	0	2	6.59999990463257	7.34342622756958	10.6015729904175	5.23153638839722	10.2597627639771	1.80927193164825
"1254"	314	3	14	200214	2002	5	6	6	0	2	0	0	2	7.5	7.68248224258423	10.6015729904175	5.30712842941284	10.3107509613037	1.80927193164825
"1255"	314	3	14	200314	2003	5	6	6	0	2	0	0	2	8.19999980926514	7.78113842010498	10.6015729904175	5.20257711410522	10.3192663192749	1.80927193164825
"1256"	314	3	14	200414	2004	5	6	6	0	2	0	0	2	8.39999961853027	7.6118426322937	10.6015729904175	5.27663421630859	10.3474035263062	1.80927193164825
"1257"	314	3	14	200514	2005	4.5	6	6	0	3	1	0	2	8.39999961853027	7.71065330505371	10.6015729904175	5.33498668670654	10.3798456192017	1.80927193164825
"1258"	314	3	14	200614	2006	4.5	6	5	40	3	1	0	2	8.30000019073486	7.40427923202515	10.6015729904175	5.36518144607544	10.4424343109131	1.80927193164825
"1259"	314	3	14	200714	2007	5	6	5	632	3.5	1	0	2.5	7.5	6.57507562637329	10.6015729904175	5.40488195419312	10.4806346893311	1.80927193164825
"1260"	314	3	14	200814	2008	5	6	6	607	4	1	0	3	7	6.36302804946899	10.6015729904175	5.44107484817505	10.5196189880371	1.80927193164825
"1261"	314	3	14	200914	2009	5	6	6	0	3	1	0	2	7.90000009536743	6.50876903533936	10.6015729904175	5.44440698623657	10.516697883606	1.80927193164825
"1262"	314	3	14	201014	2010	5	6	6	0	3	1	0	2	8.30000019073486	6.77536630630493	10.6015729904175	5.48292779922485	10.5524997711182	1.80927193164825
"1263"	314	3	14	201114	2011	4.5	6	6	0	3	1	0	2	7.19999980926514	7.09174203872681	10.6015729904175	5.51990270614624	10.5989570617676	1.80927193164825
"1264"	314	3	14	201214	2012	5	6	6	660	3	1	0	2	7.59999990463257	7.37838363647461	10.6015729904175	5.5594220161438	10.6173686981201	1.80927193164825
"1265"	315	3	15	199715	1997	4	6	6	66	0	0	0	0	9.19999980926514	NA	7.4512414932251	8.09298896789551	10.0797071456909	1.15373158454895
"1266"	315	3	15	199815	1998	3	6	6	527	-0.5	0	-0.5	0	9.30000019073486	NA	7.4512414932251	8.13011455535889	10.1016416549683	1.15373158454895
"1267"	315	3	15	199915	1999	3	5	6	0	0.5	0	-0.25	0.75	8.5	NA	7.4512414932251	8.17047119140625	10.1410865783691	1.15373158454895
"1268"	315	3	15	200015	2000	3	5	6	0	1	0	0	1	6.90000009536743	2.70805025100708	7.4512414932251	8.2045841217041	10.229079246521	1.15373158454895
"1269"	315	3	15	200115	2001	3.5	6	6	0	2	0	0	2	6.59999990463257	2.19722461700439	7.4512414932251	8.22304725646973	10.2597627639771	1.15373158454895
"1270"	315	3	15	200215	2002	3.5	6	6	0	2	0	0	2	7.5	NA	7.4512414932251	8.23143768310547	10.3107509613037	1.15373158454895
"1271"	315	3	15	200315	2003	3.5	6	6	0	2	0	0	2	8.19999980926514	1.94591009616852	7.4512414932251	8.24507427215576	10.3192663192749	1.15373158454895
"1272"	315	3	15	200415	2004	3.5	5	6	0	2	0	0	2	8.39999961853027	2.7725887298584	7.4512414932251	8.26581192016602	10.3474035263062	1.15373158454895
"1273"	315	3	15	200515	2005	3.5	5	6	0	3	1	0	2	8.39999961853027	3.95124363899231	7.4512414932251	8.2861156463623	10.3798456192017	1.15373158454895
"1274"	315	3	15	200615	2006	4	5	6	0	3	1	0	2	8.30000019073486	3.68887948989868	7.4512414932251	8.33473110198975	10.4424343109131	1.15373158454895
"1275"	315	3	15	200715	2007	3.5	5	6	0	3.5	1	0	2.5	7.5	3.29583692550659	7.4512414932251	8.37600517272949	10.4806346893311	1.15373158454895
"1276"	315	3	15	200815	2008	3.5	5	6	0	4	1	0	3	7	3.21887588500977	7.4512414932251	8.4250955581665	10.5196189880371	1.15373158454895
"1277"	315	3	15	200915	2009	3.5	5	6	0	3	1	0	2	7.90000009536743	3.40119743347168	7.4512414932251	8.45791435241699	10.516697883606	1.15373158454895
"1278"	315	3	15	201015	2010	4	5	6	0	3	1	0	2	8.30000019073486	3.63758611679077	7.4512414932251	8.48752307891846	10.5524997711182	1.15373158454895
"1279"	315	3	15	201115	2011	4	5	6	0	3	1	0	2	7.19999980926514	4.84418725967407	7.4512414932251	8.48375606536865	10.5989570617676	1.15373158454895
"1280"	315	3	15	201215	2012	3	5	5	0	3	1	0	2	7.59999990463257	4.59511995315552	7.4512414932251	8.47987747192383	10.6173686981201	1.15373158454895
"1281"	317	3	17	199717	1997	2.5	4	6	31	0	0	0	0	9.19999980926514	NA	0	6.70550441741943	10.0797071456909	1.60019528865814
"1282"	317	3	17	199817	1998	4.5	4	6	0	-0.5	0	-0.5	0	9.30000019073486	NA	0	6.81857442855835	10.1016416549683	1.60019528865814
"1283"	317	3	17	199917	1999	3.5	5	7	23621	0.5	0	-0.25	0.75	8.5	NA	0	6.81804943084717	10.1410865783691	1.60019528865814
"1284"	317	3	17	200017	2000	3	5	7	25000	1	0	0	1	6.90000009536743	3.36729574203491	0	6.69940185546875	10.229079246521	1.60019528865814
"1285"	317	3	17	200117	2001	3	6	7	0	2	0	0	2	6.59999990463257	2.39789533615112	0	6.69396781921387	10.2597627639771	1.60019528865814
"1286"	317	3	17	200217	2002	2.5	6	7	0	2	0	0	2	7.5	1.94591009616852	0	6.66813945770264	10.3107509613037	1.60019528865814
"1287"	317	3	17	200317	2003	3	6	7	57	2	0	0	2	8.19999980926514	2.63905739784241	0	6.63624811172485	10.3192663192749	1.60019528865814
"1288"	317	3	17	200417	2004	3.5	6	7	0	2	0	0	2	8.39999961853027	3.21887588500977	0	6.56529331207275	10.3474035263062	1.60019528865814
"1289"	317	3	17	200517	2005	3	6	7	0	3	1	0	2	8.39999961853027	3.04452252388	0	6.55763006210327	10.3798456192017	1.60019528865814
"1290"	317	3	17	200617	2006	4	6	7	0	3	1	0	2	8.30000019073486	3.55534815788269	0	6.4833517074585	10.4424343109131	1.60019528865814
"1291"	317	3	17	200717	2007	4	6	7	0	3.5	1	0	2.5	7.5	3.36729574203491	0	6.47961521148682	10.4806346893311	1.60019528865814
"1292"	317	3	17	200817	2008	3.5	6	7	0	4	1	0	3	7	3.58351898193359	0	6.36950731277466	10.5196189880371	1.60019528865814
"1293"	317	3	17	200917	2009	4	7	7	0	3	1	0	2	7.90000009536743	4.24849510192871	0	6.35917568206787	10.516697883606	1.60019528865814
"1294"	317	3	17	201017	2010	4	7	7	0	3	1	0	2	8.30000019073486	4.75359010696411	0	6.37672710418701	10.5524997711182	1.60019528865814
"1295"	317	3	17	201117	2011	4	7	7	0	3	1	0	2	7.19999980926514	4.27666616439819	0	6.4275016784668	10.5989570617676	1.60019528865814
"1296"	317	3	17	201217	2012	4.5	7	7	0	3	1	0	2	7.59999990463257	4.39444923400879	0	6.46290397644043	10.6173686981201	1.60019528865814
"1297"	318	3	18	199718	1997	3.5	5	4	0	0	0	0	0	9.19999980926514	3.09104251861572	6.22455835342407	6.05800104141235	10.0797071456909	1.71415817737579
"1298"	318	3	18	199818	1998	4.5	4	4	550	-0.5	0	-0.5	0	9.30000019073486	3.95124363899231	6.22455835342407	5.9876823425293	10.1016416549683	1.71415817737579
"1299"	318	3	18	199918	1999	4.5	5	5	24329	0.5	0	-0.25	0.75	8.5	4.02535152435303	6.22455835342407	6.01993036270142	10.1410865783691	1.71415817737579
"1300"	318	3	18	200018	2000	3.5	5	5	25050	1	0	0	1	6.90000009536743	4.33073329925537	6.22455835342407	6.02825450897217	10.229079246521	1.71415817737579
"1301"	318	3	18	200118	2001	3.5	5	5	50	2	0	0	2	6.59999990463257	3.98898410797119	6.22455835342407	6.06895780563354	10.2597627639771	1.71415817737579
"1302"	318	3	18	200218	2002	4	5	5	50	2	0	0	2	7.5	4.20469284057617	6.22455835342407	6.0575098991394	10.3107509613037	1.71415817737579
"1303"	318	3	18	200318	2003	4	5	5	50	2	0	0	2	8.19999980926514	4.1588830947876	6.22455835342407	6.00605773925781	10.3192663192749	1.71415817737579
"1304"	318	3	18	200418	2004	4	5	5	50	2	0	0	2	8.39999961853027	3.85014748573303	6.22455835342407	6.06106042861938	10.3474035263062	1.71415817737579
